Region,Site,Lat,Lon,coreNo,soilNo,bp,rcybp,event,subsidence,Uncertainty,source,quality,method
Oregon,Salmon River Estuary,45.034,123.998,A1(W transect),1,0-284,157plusMinus17,T1,0.65,0.35,26,1,"pm, low marsh pollen and macrofossils ac; p, high marsh pollen and macrofossils be"
Oregon,Salmon River Estuary,,,,2,801-1220,1090plusMinus70,T3,0.35,0.35,26,1,"rm, low transit, marsh pollen ac; mp, high trans. marsh pollen be"
Oregon,Salmon River Estuary,,,,3,1178-1305,1330plusMinus35,T4,0.3,0.30,26,1,"pm, low marsh macrofossils and low trans. marsh pollen ac: pm, high trans. marsh pollen be"
Oregon,Salmon River Estuary,,,,4,1446-1705,1680plusMinus40,T5,0.25,0.25,26,1,"rm, low marsh macrofossils and low trans. marsh pollen ac; mp, high transit, marsh pollen be"
Oregon,Salmon River Estuary,,,,5,2042-2340,2190plusMinus60,T5b,0.5,0.40,26,1,"change from upland soil to p/mp interpreted by Nelson et al. as gradual SL rise, not coseismic sub."
Oregon,Salmon River Estuary,45.030,123.983,,1,,,T1,0.81,0.31,23,1,Foram transfer function analysis
Oregon,Siletz Bay ,44.931,124.003,SB27,1,,,T1,0.65,0.45,27,3,slpm to barren m ac; pm be
Oregon,Siletz Bay ,44.931,124.008,SB25,1,518-661,580plusMinus60,T1,0.95,0.45,"10,27",3,m ac; pm be (via 20 cm sd)
Oregon,Siletz Bay ,44.930,124.008,Schooner Cr.,1,,,T1,0.75,0.55,"10,11",2,"rm, 13% org, 14% fr. diatoms ac; pm, 19% org, 58% fr. diatoms be"
Oregon,Siletz Bay ,44.930,124.003,SB28,1,,,T1,0.7,0.50,"10,27",3,rm ac; slpm be (via 5 cm sand)
Oregon,Siletz Bay ,44.929,124.012,SB23,1,938-1173,1130plusMinus50,T3,0.65,0.40,"10,27",3,slpm ac; pm be (via 15 cm sd)
Oregon,Siletz Bay ,44.918,124.012,SB32,1,466-654,510plusMinus60,T1,0.5,0.40,"10,27",3,slpm ac; pm be
Oregon,Siletz Bay ,44.908,124.000,SB33,1,,,T1,0.6,0.50,"10,27",3,rm ac; pm be
Oregon,Siletz Bay ,,,,2,,,?,0.75,0.45,27,3,m ac; pm be
Oregon,Siletz Bay ,,,,3,,,?,0.6,0.50,27,3,rm ac; pm be
Oregon,Siletz Bay ,44.903,124.029,SB2,1,,,T1,0.65,0.40,27,3,rm ac; pm be (via 15 cm sd)
Oregon,Siletz Bay ,44.903,124.029,SB1,1,,,T1,0.5,0.40,27,3,rm ac; pm be
Oregon,Siletz Bay ,44.903,124.029,SB5,1,,,T1,0.52,0.40,27,3,rm ac; pm be (via 2 cm sd)
Oregon,Siletz Bay ,44.899,124.031,SB12,1,,,T1,1.02,0.40,27,3,"Triglochin, m ac; mp be (via 2 cm sd)"
Oregon,Siletz Bay ,,,,2,,,?,0.4,0.30,27,3,m ac; slpm be
Oregon,Siletz Bay ,,,,3,,,?,0.39,0.30,27,3,m ac; rm be (via 4 cm sd)
Oregon,Siletz Bay ,,,,4,,,?,0.73,0.40,27,3,m ac; pm be (via 3 cm sd)
Oregon,Siletz Bay ,44.899,124.028,SB6,1,,,T1,0.5,0.40,27,3,rm ac; pm be
Oregon,Siletz Bay ,44.898,124.028,SB7,1,,,T1,0.5,0.40,27,3,rm ac; pm be
Oregon,Siletz Bay ,44.898,124.028,SB9,1,,,T1,0.86,0.35,"10,20,27",3,rm ac; mp be (via 1 cm sd)
Oregon,Siletz Bay ,,,,2,,,?,0.35,0.30,27,3,m ac; rm be
Oregon,Siletz Bay ,44.898,124.030,SB8,1,,,T1,0.55,0.40,27,3,rm ac; pm be (via 5 cm sd)
Oregon,Siletz Bay ,,,,2,,,?,0.3,0.30,27,3,rm ac; slpm be
Oregon,Siletz Bay ,,,,3,,,?,0.57,0.40,27,3,"Triglochin, rm ac; pm be (via 7 cm sd)"
Oregon,Siletz Bay ,44.897,124.032,SB11,1,,,T1,0.9,0.30,27,3,rm ac; mp be
Oregon,Siletz Bay ,,,,2,,,?,0.5,0.40,27,3,rm ac; pm be
Oregon,Siletz Bay ,,,,3,,,?,0.55,0.30,27,3,rm ac; slpm be (via 25 cm sd)
Oregon,Siletz Bay ,,,,4,,,?,0.5,0.40,27,3,rm ac; pm be
Oregon,Siletz Bay ,44.897,124.028,SB14,1,,,T1,0.4,0.30,"10,27",3,slpm ac; pm be
Oregon,Siletz Bay ,,,,2,,,?,0.35,0.30,27,3,m ac; rm be
Oregon,Siletz Bay ,44.895,123.998,Siletz R.,1,,,T1,0.55,0.45,"10,11",2,"rm, 9% org, 12% fr. diatoms ac; pm, 21% org, 64% fr. diatoms be"
Oregon,Siletz Bay ,44.895,124.028,SB15,1,,,T1,0.5,0.40,27,3,rm ac; pm be
Oregon,Siletz Bay ,44.893,124.030,SB17,1,0-490,270plusMinus60,T1,0.55,0.30,"21,27",3,slpm ac; pm be (via 25 cm sd)
Oregon,Siletz Bay ,,,,2,302-507,350plusMinus60,T2,0,0.50,27,3,pm ac; slpm be (via 5 cm sd)
Oregon,Siletz Bay ,,,,3,,,?,0.4,0.30,"21,27",3,m ac; slpm be
Oregon,Siletz Bay ,,,,4,1280-1606,1510plusMinus90,T4a,0.65,0.30,"21,27",3,m ac; slpm be (via 25 cm sd)
Oregon,Siletz Bay ,,,,5,1412-1809,1690plusMinus70,T5,0.73,0.40,"21,27",3,m ac; pm be (via 3 cm sd)
Oregon,Siletz Bay ,,,,6,2362-2776,2550plusMinus80,T6,0.43,0.30,"21,27",3,m ac; rm be (via 8 cm sd)
Oregon,Siletz Bay ,44.893,124.029,SB18,1,,,T1,0.43,0.30,27,3,pm ac; mp be (via 3 cm sd)
Oregon,Siletz Bay ,,,,2,,,?,0.4,0.30,27,3,m ac; slpm be
Oregon,Siletz Bay ,44.891,124.005,SB44,1,,,?,0.35,0.30,27,3,rm ac; slpm be
Oregon,Siletz Bay ,,,,2,,,?,0.4,0.30,27,3,m ac; slpm be
Oregon,Siletz Bay ,44.890,123.999,SB45,1,,,T1,0.35,0.30,27,3,m ac; rm be
Oregon,Siletz Bay ,,,,2,,,?,0.4,0.30,27,3,m ac; slpm be
Oregon,Siletz Bay ,,,,3,,,?,0.43,0.30,27,3,rm ac; slpm be (via 8 cm sd)
Oregon,Siletz Bay ,44.890,123.998,SB47,1,,,T1,0.8,0.45,27,3,m ac; pm be (via 5 cm sd)
Oregon,Siletz Bay ,44.888,123.996,SB48,1,328-646,480plusMinus60,T1,0.45,0.35,"21,27",3,slpm ac; pm be
Oregon,Siletz Bay ,,,,2,1073-1355,1330plusMinus70,T4,0.4,0.30,"21,27",3,m ac; slpm be
Oregon,Siletz Bay ,,,,3,1379-1700,1630plusMinus70,T4a,0.42,0.30,"21,27",3,rm ac; slpm be (via 7 cm sd)
Oregon,Siletz Bay ,,,,4,1610-1946,1850plusMinus70,T5,0.67,0.50,"21,27",3,rm ac; pm be (via 7 cm sd)
Oregon,Siletz Bay ,,,,5,,,T6,0.35,0.30,"21,27",3,rm ac; slpm be
Oregon,Siletz Bay ,,,,6,2789-3316,2880plusMinus90,T7,0.82,0.45,"21,27",3,"Triglochin, m ac; pm be (via 7 cm sd)"
Oregon,Siletz Bay ,44.885,123.985,SB51,1,,,?,0.6,0.50,27,3,rm ac; pm be
Oregon,Yaquina Bay,44.624,124.001,YB-9,1,,,T1,0.3,0.50,28,3,slpm ac; pm be (via 5 cm sd)
Oregon,Yaquina Bay,,,,2,,,?,0.64,0.50,28,3,rm ac; p be (via 4 cm sd)
Oregon,Yaquina Bay,,,,3,,,?,0.3,0.40,28,3,rm ac; pm be
Oregon,Yaquina Bay,,,,4,,,?,0.28,0.50,28,3,slpm ac; pm be (via 3 cm sd)
Oregon,Yaquina Bay,,,,5,,,?,0.4,0.30,28,3,slpm ac; mp be
Oregon,Yaquina Bay,44.618,124.045,YB-13,1,,,T1,0.31,0.50,"10,28",3,slpm ac; pm be (via 6 cm sd)
Oregon,Yaquina Bay,44.613,124.042,HF-1,1,,,T1,0.08,0.50,"10,20,28",2,"rm, 14% org, mostly br. diatoms ac; rm, 13% org, mostly br. diatoms be (via 8 cm sd)"
Oregon,Yaquina Bay,,,,2,,,?,0.22,0.50,28,3,rm ac; slpm be (via 12 cm sd)
Oregon,Yaquina Bay,44.612,124.040,Hatfield 2,1,0-296,160plusMinus60,T1,0.6,0.40,21,3,m ac; slpm be
Oregon,Yaquina Bay,,,,2,1012-1306,1270plusMinus70,T4,0.6,0.40,21,3,m ac; slpm be
Oregon,Yaquina Bay,44.612,124.035,YB-1,1,,,T1,0.3,0.50,28,3,slpm ac; pm be (via 5 cm sd)
Oregon,Yaquina Bay,44.602,124.024,YB-5,1,,,T1,0.32,0.50,28,3,pm ac; p be (via 2 cm sd)
Oregon,Yaquina Bay,,,,2,,,?,0.55,0.40,28,3,slpm ac; p be
Oregon,Yaquina Bay,,,,3,,,?,0.4,0.30,28,3,slpm ac; mp be
Oregon,Yaquina Bay,44.597,124.021,YB-6,1,,,T1,0.27,0.40,28,3,slpm ac; pm be (via 2 cm sd)
Oregon,Yaquina Bay,,,,2,,,?,0.42,0.30,28,3,slpm ac; mp be (via 2 cm sd)
Oregon,Yaquina Bay,44.596,123.920,Toledo 2,1,,,T2,0.25,0.30,21,3,pm ac; mp be
Oregon,Yaquina Bay,,,,2,,,?,0.85,0.40,21,3,m ac; pm be
Oregon,Yaquina Bay,44.595,124.009,YB-10,1,,,T1,0.28,0.40,28,3,slpm ac; pm be (via 3 cm sd)
Oregon,Yaquina Bay,,,,2,,,?,0.42,0.40,28,3,m ac; rm be (via 2 cm sd)
Oregon,Yaquina Bay,,,,3,,,?,0.3,0.40,28,3,rm ac; pm be
Oregon,Yaquina Bay,44.595,124.032,YB-3,1,,,T1,0.33,0.40,28,3,slpm ac; pm be (via 8 cm sd)
Oregon,Yaquina Bay,44.595,123.917,Conser 2,1,,,T2,0.25,0.30,21,3,slpm ac; pm be
Oregon,Yaquina Bay,,,,2,,,?,0.85,0.40,21,3,m ac; pm be
Oregon,Yaquina Bay,,,,3,,,?,0.6,0.40,21,3,m ac; slpm be
Oregon,Yaquina Bay,,,,4,,,?,0.6,0.40,21,3,m ac; slpm be
Oregon,Yaquina Bay,44.595,123.903,OC-A,1,,,T1,0.85,0.4,21,3,m ac; pm be
Oregon,Yaquina Bay,,,,2,500-665,550plusMinus70,T2,0.6,0.40,21,3,m ac; slpm be
Oregon,Yaquina Bay,44.594,123.907,Slack 5,1,,,T4,0.6,0.40,21,3,m ac; slpm be
Oregon,Yaquina Bay,,,,2,,,T5,0.4,0.40,21,3,m ac; rm be
Oregon,Yaquina Bay,,,,3,,,T6,0.4,0.40,21,3,m ac; rm be
Oregon,Yaquina Bay,44.593,124.032,YB-2,1,,,T1,0.05,0.50,28,3,pm ac; pm be (via 5 cm sd)
Oregon,Yaquina Bay,,,,2,,,?,0.34,0.50,28,3,pm ac; p be (via 4 cm sd)
Oregon,Yaquina Bay,44.593,123.910,Slack 3,1,,,T5,0.4,0.40,21,3,m ac; rm be
Oregon,Yaquina Bay,,,,2,,,T6,0.4,0.40,21,3,m ac; rm be
Oregon,Yaquina Bay,,,,3,,,T6a,0.4,0.40,21,3,m ac; rm be
Oregon,Yaquina Bay,,,,4,,,?,0.4,0.40,21,3,m ac; rm be
Oregon,Yaquina Bay,44.592,123.910,Slack 1,1,1141-1383,1350plusMinus60,T4,0.85,0.40,21,3,m ac; pm be
Oregon,Yaquina Bay,,,,2,1406-1777,1680plusMinus70,T5,0.6,0.40,21,3,m ac; slpm be
Oregon,Yaquina Bay,,,,3,2369-2788,2570plusMinus60,T6,0.4,0.40,21,3,m ac; rm(sand?) be
Oregon,Yaquina Bay,,,,4,2756-3070,2780plusMinus70,T6a,0.55,0.40,21,3,rm(sand?) ac; pm be (via 25 cm sd)
Oregon,Yaquina Bay,,,,5,,,T7,0.6,0.40,21,3,m ac; slpm be
Oregon,Yaquina Bay,,,,6,3165-3575,3160plusMinus80,T7a,0.6,0.40,21,3,m ac; slpm be
Oregon,Yaquina Bay,,,,7,3267-3704,3260plusMinus90,T8,0.85,0.40,21,3,m ac; pm be
Oregon,Yaquina Bay,,,,8,3640-4147,3580plusMinus90,T8a,0.6,0.40,21,3,m ac; slpm be
Oregon,Yaquina Bay,,,,9,3997-4426,3840plusMinus70,T9,0.6,0.40,21,3,m ac; slpm be
Oregon,Yaquina Bay,44.589,124.011,YB-11,1,,,T1,0.37,0.40,28,3,rm ac; pm be (via 7 cm sd)
Oregon,Yaquina Bay,,,,2,,,?,0.42,0.30,28,3,slpm ac; mp be (via 2 cm sd)
Oregon,Yaquina Bay,,,,3,,,?,0.4,0.30,28,3,slpm ac; mp be
Oregon,Yaquina Bay,,,,4,,,?,0.43,0.30,28,3,slpm ac; mp be (via 2.5 cm sd)
Oregon,Yaquina Bay,,,,5,,,?,0.4,0.30,28,3,slpm ac; mp be
Oregon,Yaquina Bay,44.577,124.006,YB-12,1,,,T1,0.54,0.40,28,3,rm ac; mp be (via 4 cm sd)
Oregon,Yaquina Bay,,,,2,,,?,0.4,0.30,28,3,slpm ac; mp be
Oregon,Yaquina Bay,44.576,124.010,OC1,1,,,T1,0.85,0.40,21,3,m ac; pm be
Oregon,Yaquina Bay,,,,2,,,?,0.85,0.40,21,3,m ac; pm be
Oregon,Yaquina Bay,44.574,123.957,Blind 1,1,,,?,0.85,0.40,21,3,m ac; pm be
Oregon,Yaquina Bay,,,,2,,,?,0.4,0.40,21,3,m ac; rm be
Oregon,Yaquina Bay,,,,3,,,?,0.4,0.40,21,3,m ac; rm be
Oregon,Yaquina Bay,,,,4,,,?,0.4,0.40,21,3,m ac; rm be
Oregon,Yaquina Bay,44.573,123.970,YB-14,1,,,T1,0.53,0.40,"10,28",3,rm ac; mp be (via 3 cm sd)
Oregon,Yaquina Bay,44.570,124.008,Oysterville 1,1,,,T1,0.85,0.40,21,3,m ac; pm be
Oregon,Yaquina Bay,,,,2,,,?,0.6,0.40,21,3,m ac; slpm be
Oregon,Yaquina Bay,,,,3,,,?,0.4,0.40,21,3,m ac; rm be
Oregon,Yaquina Bay,44.570,124.009,OC 3,1,,,T1,0.25,0.30,21,3,slpm ac; pm be
Oregon,Yaquina Bay,,,,2,,,?,0.85,0.40,21,3,m ac; pm be
Oregon,Yaquina Bay,44.560,124.000,Oysterville 4,1,,,T1,0.4,0.40,21,3,m ac; rm be
Oregon,Yaquina Bay,,,,2,,,?,0.65,0.40,21,3,m ac; slpm be (via 5 cm sd)
Oregon,Alsea Bay,44.432,124.027,V1,1,0-307,188plusMinus50,T1,0.4,0.20,29,1,transfer function analysis of forams and diatoms from max dates
Oregon,Alsea Bay,,,,2,700-850,min 763plusMinus30 max 855plusMinus40,T3,0.4,0.20,29,1,transfer function analysis of forams and diatoms est'd age from limiting dates
Oregon,Alsea Bay,,,,3,1050-1430,1360plusMinus90,T4,0.4,0.20,29,1,transfer function analysis of forams and diatoms from max dates
Oregon,Alsea Bay,,,,4,1450-1660,min 1530plusMinus40 max 1700plusMinus40,T5,0.2,0.2,29,1,transfer function analysis of forams and diatoms est'd age from limiting dates
Oregon,Alsea Bay,44.432,124.023,AB21,1,,,?,1.15,0.40,30,3,rm ac; mp be
Oregon,Alsea Bay,,,,2,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,3,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,44.431,124.027,AB20,1,,,?,1.15,0.40,30,3,rm ac; mp be
Oregon,Alsea Bay,,,,2,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,44.423,124.028,AB15,1,,,?,1.15,0.40,30,3,rm ac; mp be
Oregon,Alsea Bay,,,,2,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,3,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,4,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,5,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,44.420,124.015,AB19,1,,,T1,1.15,0.40,30,3,rm ac; mp be
Oregon,Alsea Bay,,,,2,,,T2,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,3,,,T3,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,4,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,5,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,44.419,124.015,AB9,1,0-290,160plusMinus50,T1,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,2,328-646,480plusMinus60,T2,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,3,569-916,800plusMinus80,T3,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,4,,,T4,0.45,0.35,30,3,slpm ac; pm be
Oregon,Alsea Bay,,,,5,1280-1548,1490plusMinus80,T5,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,6,2003-2351,2210plusMinus80,T5b,0.35,0.30,30,3,m ac; slpm be
Oregon,Alsea Bay,,,,7,2493-2865,2620plusMinus60,T6,0.35,0.30,30,3,m ac; slpm be
Oregon,Alsea Bay,,,,8,2851-3251,2890plusMinus70,T6a,0.6,0.50,30,3,m ac; pm be
Oregon,Alsea Bay,,,,9,,,T7,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,10,3246-3465,3140plusMinus50,T7a,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,11,4875-5444,4510plusMinus80,T10R1,0.6,0.50,30,3,m ac; pm be
Oregon,Alsea Bay,44.418,124.015,AB8,1,,,T2,0.75,0.45,30,3,pm ac; mp be
Oregon,Alsea Bay,,,,2,,,T3,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,3,,,?,1.15,0.40,30,3,rm ac; mp be
Oregon,Alsea Bay,,,,4,,,?,0.35,0.30,30,3,m ac; slpm be
Oregon,Alsea Bay,,,,5,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,6,,,?,0.75,0.45,30,3,pm ac; mp be
Oregon,Alsea Bay,,,,7,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,44.418,124.035,AB18,1,,,T1,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,2,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,3,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,44.418,124.027,AB4,1,,,T1,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,2,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,3,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,4,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,44.418,124.013,AB16,1,,,T1,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,2,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,3,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,4,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,5,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,44.417,124.013,AB5,1,,,T1,1.15,0.40,30,3,rm ac; mp be
Oregon,Alsea Bay,,,,2,,,?,1.15,0.40,30,3,rm ac; mp be
Oregon,Alsea Bay,,,,3,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,4,,,?,0.45,0.35,30,3,"Triglochin, rm ac; pm be"
Oregon,Alsea Bay,,,,5,,,?,1.35,0.45,30,3,m ac; mp be
Oregon,Alsea Bay,44.417,124.008,AB11,1,,,?,0.75,0.45,30,3,pm ac; mp be
Oregon,Alsea Bay,,,,2,,,?,1.15,0.40,30,3,rm ac; mp be
Oregon,Alsea Bay,,,,3,,,?,1.15,0.40,30,3,rm ac; mp be
Oregon,Alsea Bay,,,,4,,,?,1.15,0.40,30,3,rm ac; mp be
Oregon,Alsea Bay,,,,5,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,6,,,?,0.6,0.50,30,3,m ac; pm be
Oregon,Alsea Bay,,,,7,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,44.415,124.000,AB6,1,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,2,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,3,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,4,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,5,,,?,1.15,0.40,30,3,rm ac; mp be
Oregon,Alsea Bay,44.415,124.040,AB7,1,,,T1,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,2,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,3,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,4,,,?,0.35,0.30,30,3,m ac; slpm be
Oregon,Alsea Bay,,,,5,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,6,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,7,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,44.414,123.990,AB12,1,,,?,0.75,0.45,"10,30",3,"pm, 24% org ac; mp, 30% org be"
Oregon,Alsea Bay,,,,2,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,3,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,4,,,?,0.35,0.30,30,3,m ac; slpm be
Oregon,Alsea Bay,44.414,124.015,AB10,1,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,2,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,3,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,4,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,5,,,?,0.6,0.50,30,3,m ac; pm be
Oregon,Alsea Bay,,,,6,,,?,0.45,0.35,30,3,slpm ac; pm be
Oregon,Alsea Bay,,,,7,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,8,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,44.413,123.988,AB13,1,,,T1,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,2,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,3,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Alsea Bay,,,,4,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,5,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,44.413,124.017,AB17,1,,,T1,1.15,0.40,30,3,rm ac; mp be
Oregon,Alsea Bay,,,,2,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,3,,,?,0.45,0.35,30,3,rm ac; pm be
Oregon,Alsea Bay,,,,4,,,?,0.2,0.30,30,3,rm ac; slpm be
Oregon,Siuslaw River,44.016,123.852,218,1,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Siuslaw River,,,,2,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Siuslaw River,,,,3,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Siuslaw River,44.015,123.848,219,1,,,?,0.8,0.50,31,3,slpm ac; mp be
Oregon,Siuslaw River,,,,2,,,?,0.8,0.50,31,3,slpm ac; mp be
Oregon,Siuslaw River,,,,3,,,?,0.5,0.40,31,3,mp ac; p be
Oregon,Siuslaw River,44.007,123.900,217,1,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Siuslaw River,,,,2,,,?,0.3,0.50,31,3,m ac; slpm be
Oregon,Siuslaw River,,,,3,,,?,0.9,0.60,31,3,slpm ac; p be
Oregon,Siuslaw River,44.002,123.993,216,1,489-665,540plusMinus70,T2,0.55,0.45,31,3,pm ac; mp be
Oregon,Siuslaw River,,,,2,1083-1341,1320plusMinus60,T3a,1.1,0.50,31,3,m ac; mp be
Oregon,Siuslaw River,,,,3,1302-1563,1540plusMinus70,T4,0.9,0.60,31,3,slpm ac; p be
Oregon,Siuslaw River,,,,4,1271-1520,1450plusMinus70,T4a,0.9,0.60,31,3,slpm ac; p be
Oregon,Siuslaw River,,,,5,1635-2035,1910plusMinus70,T5,0.5,0.40,31,3,mp ac; p be
Oregon,Siuslaw River,44.002,123.993,214,1,,,?,0.8,0.50,"10,31",2,"slpm, mostly br. diatoms ac; mp, mostly br. diatoms be"
Oregon,Siuslaw River,,,,2,,,?,0.7,0.60,31,3,pm ac; p be
Oregon,Siuslaw River,,,,3,,,?,0.9,0.60,31,3,slpm ac; p be
Oregon,Siuslaw River,,,,4,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Siuslaw River,44.001,123.992,215,1,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Siuslaw River,,,,2,,,?,0.8,0.50,31,3,slpm ac; mp be
Oregon,Siuslaw River,,,,3,,,?,0.8,0.50,31,3,slpm ac; mp be
Oregon,Siuslaw River,43.996,124.068,209,1,,,?,0,0.50,31,3,m ac;m be
Oregon,Siuslaw River,,,,2,,,?,1.2,0.60,31,3,m ac; p be
Oregon,Siuslaw River,,,,3,,,?,1.2,0.60,31,3,m ac; p be
Oregon,Siuslaw River,43.987,124.077,208,1,,,?,0.5,0.40,"10,31",3,mp ac; p be
Oregon,Siuslaw River,,,,2,,,?,0.5,0.40,31,3,mp ac; p be
Oregon,Siuslaw River,43.983,124.013,213,1,,,?,0.55,0.45,"10,31",3,pm ac; mp be
Oregon,Siuslaw River,,,,2,,,?,0.3,0.50,31,3,m ac; slpm be
Oregon,Siuslaw River,,,,3,,,?,0.3,0.50,31,3,m ac; slpm be
Oregon,Siuslaw River,,,,4,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Siuslaw River,,,,5,1614-1995,1880plusMinus80,T5,0.55,0.45,31,3,pm ac; mp be
Oregon,Siuslaw River,43.983,124.012,202,1,,,?,1.1,0.50,31,3,m ac; mp be
Oregon,Siuslaw River,,,,2,,,?,1.1,0.50,31,3,m ac; mp be
Oregon,Siuslaw River,,,,3,,,?,1.1,0.50,31,3,m ac; mp be
Oregon,Siuslaw River,43.982,124.013,210,1,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Siuslaw River,,,,2,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Siuslaw River,,,,3,,,?,0.55,0.45,31,3,m ac; pm be
Oregon,Siuslaw River,,,,4,,,?,0.55,0.45,31,3,pm ac; mp be
Oregon,Siuslaw River,,,,5,,,?,0.5,0.50,31,3,slpm ac; pm be
Oregon,Siuslaw River,43.975,124.064,,1,,,?,0.42,0.32,23,1,Foram transfer function analysis
Oregon,Siuslaw River,43.967,124.05,223,1?,,,?,0.55,0.45,31,3,pm ac; mp be
Oregon,Siuslaw River,,,,2,,,?,0.7,0.45,31,3,pm ac; mp be (via 15 cm sd & detritus)
Oregon,Siuslaw River,,,,3,,,?,0.7,0.60,31,3,pm ac; p be
Oregon,Siuslaw River,43.964,124.056,SI-09,1,,,?,0.5,0.40,32,3,mp ac; p be
Oregon,Siuslaw River,,,,2,,,?,0.5,0.40,32,3,mp ac; p be
