Region,Site,Lat,Lon,coreNo,soilNo,bp,rcybp,event,subsidence,Uncertainty,source,quality,method
Oregon,Coos Bay,43.288,124.300,Talbot Cr. 1,1,,,?,1.1,0.50,34,3,m ac; mp be
Oregon,Coos Bay,,,,2,1081-1310,1308plusMinus55,T4,1.15,0.55,34,3,m ac; p/mp be
Oregon,Coos Bay,,,,3,1536-1811,1736plusMinus48,T5,1.1,0.50,34,3,m ac; mp be
Oregon,Coos Bay,,,,4,2366-2724,2487plusMinus35,T6,0.9,0.60,34,3,rm ac; p be
Oregon,Coos Bay,,,,5,2746-3005,2750plusMinus66,T7,0.9,0.60,34,3,rm ac; p be
Oregon,Coos Bay,,,,6,,,?,0.9,0.60,34,3,rm ac; p be
Oregon,Coos Bay,43.288,124.300,Talbot Cr. 6,1,,,?,0.9,0.60,34,3,rm ac; p be
Oregon,Coos Bay,,,,2,,,?,1.1,0.50,34,3,m ac; mp be
Oregon,Coos Bay,,,,3,,,T4,0.55,0.45,34,3,pm ac; mp be
Oregon,Coos Bay,,,,4,,,T5,0.8,0.50,34,3,rm ac; mp be
Oregon,Coos Bay,43.288,124.300,Talbot Cr. 4,1,,,?,0.55,0.45,34,3,pm ac; mp be
Oregon,Coos Bay,,,,2,,,?,0.55,0.45,34,3,m ac; pm be
Oregon,Coos Bay,,,,3,,,T4,1.1,0.50,34,3,m ac; mp be
Oregon,Coos Bay,,,,4,,,T5,1.1,0.50,34,3,m ac; mp be
Oregon,Coos Bay,,,,5,,,?,1.2,0.60,34,3,m ac; p be
Oregon,Coos Bay,,,,6,,,?,1.2,0.60,34,3,m ac; p be
Oregon,Coos Bay,43.288,124.300,Talbot Cr. 2,1,,,T4,0.55,0.45,34,3,m ac; pm be
Oregon,Coos Bay,,,,2,,,?,1,0.60,34,3,m ac; mp/pm be
Oregon,Coos Bay,,,,3,,,?,0.5,0.50,34,3,rm ac; pm be
Oregon,Coos Bay,43.279,124.316,WC-22,1,,,T1,0.8,0.50,35,3,rm ac; mp be
Oregon,Coos Bay,,,,2,,,?,0.4,0.40,35,3,m ac; rm be
Oregon,Coos Bay,,,,3,,,?,0.55,0.45,35,3,m ac; pm be
Oregon,Coos Bay,,,,4,,,?,0.9,0.60,35,3,rm ac; p be
Oregon,Coos Bay,,,,5,,,?,0.55,0.45,35,3,m ac; pm be
Oregon,Coos Bay,43.279,124.316,WC-14,1,,,T1,0.8,0.50,"32,35",3,rm ac; mp be
Oregon,Coos Bay,,,,2,,,?,1.1,0.50,"32,35",3,m ac; mp be
Oregon,Coos Bay,,,,3,,,?,0.8,0.50,"32,35",3,rm ac; mp be
Oregon,Coos Bay,,,,4,,,?,1.1,0.50,"32,35",3,m ac; mp be
Oregon,Coos Bay,,,,5,,,?,0.8,0.50,"32,35",3,rm ac; mp be
Oregon,Coos Bay,,,,6,,,T5a,1.2,0.60,"32,35",3,m ac; p be
Oregon,Coos Bay,,,,7,,,T6,0.9,0.60,"32,35",3,rm ac; p be
Oregon,Coos Bay,,,,8,,,T6a,1.2,0.60,"32,35",3,m ac; p be
Oregon,Coos Bay,43.279,124.316,WC-12,1,0-530,338plusMinus83,T1,0.7,0.40,"32,35",1,"m, llm forams and diatoms ac; mp, hm forams and diatoms be"
Oregon,Coos Bay,,,,2,795-1169,1054plusMinus73,T3,0.85,0.75,35,1,"m, Im diatoms ac; mp, hm diatoms be"
Oregon,Coos Bay,,,,3,937-1335,1240plusMinus110,T4,0.65,0.55,35,1,"m/rm, Im diatoms ac; mp, Im/hm diatoms ac"
Oregon,Coos Bay,,,,4,1527-1813,1728plusMinus57,T5,0.85,0.75,35,1,"m, Im forams and diatoms ac; mp, hm forams and diatoms be"
Oregon,Coos Bay,,,,5,2465-2972;,2650plusMinus90;,T5a,0.95,0.85,35,1,"m, Im forams and diatoms ac; p, hm diatoms, Im forams be"
Oregon,Coos Bay,,,,,1192-1809,1555plusMinus125,,,,,,
Oregon,Coos Bay,,,,6,2341-2694,2395plusMinus36,T6,0.65,0.55,35,1,"rm, Im diatoms ac; mp, hm diatoms be"
Oregon,Coos Bay,,,,7,2870-3323,2922plusMinus76,T6a,0.85,0.75,35,1,"rm, tf forams, Im diatoms ac; p, hm forams and diatoms be"
Oregon,Coos Bay,,,,8,2749-2969,2744plusMinus59,T7,0.85,0.75,35,1,"m, Im diatoms ac; mp, hm diatoms be"
Oregon,Coos Bay,,,,9,,,?,0.4,0.40,35,3,m ac; rm be
Oregon,Coos Bay,,,,10,3632-4083,3540plusMinus81,T8a,0.85,0.75,35,2,"m, hm diatoms ac; mp, hm diatoms be"
Oregon,Coos Bay,,,,11,4437-4828,4101plusMinus73,T10,1.1,0.50,35,3,m ac; mp be
Oregon,Coos Bay,43.279,124.316,WC-21,1,,,T1,0.5,0.50,"32,35",3,rm ac; pm be
Oregon,Coos Bay,,,,2,,,T3,0.55,0.45,"32,35",3,m ac; pm be
Oregon,Coos Bay,,,,3,,,T5,1.1,0.50,"32,35",3,m ac; mp be
Oregon,Coos Bay,,,,4,,,T5a,0.4,0.40,"32,35",3,m ac; rm be
Oregon,Coos Bay,,,,5,,,T6,0.4,0.40,"32,35",3,m ac; rm be
Oregon,Coos Bay,,,,6,,,T6a,1.1,0.50,"32,35",3,m ac; mp be
Oregon,Coos Bay,,,,7,,,T7,0.55,0.45,"32,35",3,m ac; pm be
Oregon,Coos Bay,43.279,124.316,WC-20,1,,,T1,0.8,0.50,"32,35",3,rm ac; mp be
Oregon,Coos Bay,,,,2,,,T3,0.4,0.40,"32,35",3,m ac; rm be
Oregon,Coos Bay,,,,3,,,T4,0.8,0.50,"32,35",3,rm ac; mp be
Oregon,Coos Bay,,,,4,,,T5,1.1,0.50,"32,35",3,m ac; mp be
Oregon,Coos Bay,,,,5,,,?,0.4,0.40,"32,35",3,m ac; rm be
Oregon,Coos Bay,,,,6,,,T6a,0.8,0.50,"32,35",3,rm ac; mp be
Oregon,Coos Bay,,,,7,,,T7,0.5,0.50,"32,35",3,rm ac; pm be
Oregon,Coos Bay,43.279,124.316,WC-13,1,,,T1,1.1,0.50,35,3,m ac; mp be
Oregon,Coos Bay,,,,2,,,T3,0.7,0.60,35,3,pm ac; p be
Oregon,Coos Bay,,,,3,,,T4,1.1,0.50,35,3,m ac; mp be
Oregon,Coos Bay,,,,4,,,?,1.1,0.50,35,3,m ac; mp be
Oregon,Coos Bay,,,,5,,,?,0.55,0.45,35,3,m ac; pm be
Oregon,Coos Bay,,,,6,,,?,0.8,0.50,35,3,rm ac; mp be
Oregon,Coos Bay,,,,7,,,?,1.2,0.60,35,3,m ac; p be
Oregon,Coos Bay,,,,8,,,T6a,1.2,0.60,35,3,m ac; p be
Oregon,Coos Bay,,,,9,,,T7,1.2,0.60,35,3,m ac; p be
Oregon,Coos Bay,,,,10,,,?,1.1,0.50,35,3,m ac; mp be
Oregon,Coquille River,43.195,124.282,516,1,,,?,0.2,0.40,10,3,rm ac; slpm be
Oregon,Coquille River,43.171,124.338,Sevenmile Cr.,2,1172-1346,1340plusMinus50,T4,1.35,0.95,36,1,sand flat diatoms ac; hm diatoms be (Ages compiled from 3 localities)
Oregon,Coquille River,,,,3,1536-1703,1705plusMinus37,T5,2,1.00,36,1,sand flat diatoms ac; upland diatoms be
Oregon,Coquille River,,,,4,2149-2433,2290plusMinus50,T5b,1.15,1.15,36,1,Im/mud flat diatoms ac; hm diatoms be
Oregon,Coquille River,,,,5,2974-3201,2922plusMinus25,T7,1.45,1.05,36,1,mud flat diatoms ac; upland/hm diatoms be
Oregon,Coquille River,,,,6,3405-3557,3252plusMinus22,T7a,1.35,0.95,36,1,sand flat diatoms ac; hm diatoms be
Oregon,Coquille River,,,,7,3879-4090,3660plusMinus36,T8a,1.35,0.95,36,1,mud flat diatoms ac; hm diatoms be
Oregon,Coquille River,,,,8,4422-4781,4038plusMinus31,T9a,1.15,1.15,36,1,sand flat diatoms ac; hm/lm diatoms be
Oregon,Coquille River,,,,9,,,T10,0.55,0.45,36,3,m ac; pm be
Oregon,Coquille River,,,,10,5044-5289,4491plusMinus24,T10R1,1.35,0.95,36,1,sand flat diatoms ac; hm diatoms be
Oregon,Coquille River,,,,11,6206-6312,5468plusMinus32,T11,0.8,0.80,36,1,mud flat diatoms ac; Im diatoms be
Oregon,Coquille River,,,,12,6494-6715,5800plusMinus37,T12,0.6,0.60,36,1,mud flat diatoms ac; llm diatoms be
Oregon,Coquille River,43.168,124.340,511,1,,,T1,0.5,0.50,10,3,rm ac; pm be
Oregon,Coquille River,43.163,124.360,opp. Rocky Pt.,1,0-290,192plusMinus17,T1,1.15,0.75,"32,37,38",3,"Im/intertidal m/pm ac; Spruce, p be"
Oregon,Coquille River,43.162,124.364,Coquille-503,1,,,?,0.5,0.50,39,3,slpm ac; pm be
Oregon,Coquille River,43.149,124.392,Osprey,1,0-298,170plusMinus50,T1,1.05,0.75,37,3,m/pm ac; p be
Oregon,Coquille River,43.142,124.397,Bandon,1,,,T1,1.05,0.75,37,3,m/pm ac; p be
Oregon,Coquille River,43.142,124.403,Bandon-501,1,,,T1,0.7,0.60,39,3,pm ac; p be
Oregon,Coquille River,43.142,124.403,Bandon-508,1,,,T1,1.05,0.75,"10,39",3,"m/pm ac; Spruce, p be"
Oregon,Coquille River,,,,2,,,?,1.2,0.60,39,3,m ac; p be
Oregon,Coquille River,,,,3,,,?,1.2,0.60,39,3,m ac; p be
Oregon,Coquille River,,,,4,,,?,1.2,0.60,39,3,m ac; p be
Oregon,Coquille River,43.130,124.408,510,1,,,T1,0.5,0.50,39,3,slpm ac; pm be
Oregon,Coquille River,43.130,124.408,509,1,,,T1,0.8,0.50,39,3,slpm ac; mp be
Oregon,Coquille River,43.094,124.420,Johnson C 605,1,,,T1,0.5,0.50,39,3,slpm ac; pm be
Oregon,Coquille River,,,,2,,,?,0.85,0.75,39,3,m ac; mp be
Oregon,Coquille River,,,,3,,,?,0.7,0.60,39,3,pm ac; p be
Oregon,Coquille River,,,,4,,,?,1.2,0.60,39,3,m ac; p be
Oregon,Coquille River,,,,5,,,?,0.55,0.45,39,3,m ac; pm be
Oregon,Coquille River,,,,6,,,?,0.7,0.60,39,3,pm ac; p be
Oregon,Coquille River,43.094,124.420,Johnson C 607,1,,,T1,0.55,0.45,39,3,m ac; pm be
Oregon,Coquille River,,,,2,,,?,0.55,0.45,39,3,m ac; pm be
Oregon,Coquille River,,,,3,,,?,0.55,0.45,39,3,m ac; pm be
Oregon,Coquille River,43.093,124.431,Johnson C 602,1,,,T1,1.2,0.60,39,3,m ac; p be
Oregon,Coquille River,43.092,124.426,Johnson C 601,1,,,T1,0.4,0.40,39,3,m ac; slpm be
Oregon,Coquille River,,,,2,,,?,0.55,0.45,39,3,m ac; pm be
Oregon,Coquille River,,,,3,,,?,0.4,0.40,39,3,m ac; slpm be
Oregon,Coquille River,,,,4,,,?,0.4,0.40,39,3,m ac; slpm be
Oregon,Coquille River,43.092,124.426,Johnson C 606,1,,,T1,0.5,0.50,39,3,slpm ac; pm be
Oregon,Coquille River,,,,2,,,?,0.8,0.50,39,3,slpm ac; mp be
Oregon,Coquille River,,,,3,,,?,0.5,0.50,39,3,slpm ac; pm be
Oregon,Bradley Lake,43.067,124.421,Bradley-604,1,,,?,1.1,0.50,39,3,m ac; mp be
Oregon,Bradley Lake,,,,2,,,?,0.55,0.45,39,3,pm ac; mp be
Oregon,Bradley Lake,,,,3,,,?,0.55,0.45,39,3,m ac; pm be
Oregon,Bradley Lake,,,,4,,,?,1.2,0.60,39,3,m ac; p be
Oregon,Bradley Lake,43.067,124.421,Bradley-610,1,,,?,1.2,0.60,39,3,m ac; p be
Oregon,Bradley Lake,,,,2,,,?,0.55,0.45,39,3,m ac; pm be
Oregon,Bradley Lake,,,,3,,,?,0.55,0.45,39,3,pm ac; mp be
Oregon,Bradley Lake,,,,4,,,?,1.1,0.50,39,3,m ac; mp be
Oregon,Bradley Lake,,,,5,,,?,1.1,0.50,39,3,m ac; mp be
Oregon,Bradley Lake,,,,6,,,?,0.55,0.45,39,3,m ac; pm be
Oregon,Bradley Lake,,,,7,,,?,0.55,0.45,39,3,m ac; pm be
Oregon,Bradley Lake,43.061,124.409,Bradley-608,1,,,?,0.55,0.45,39,3,m ac; pm be
Oregon,Bradley Lake,,,,2,,,?,0.55,0.45,39,3,m ac; pm be
Oregon,Croft Lake,42.982,124.449,701,1,,,?,0.55,0.45,39,3,pm ac; mp be
Oregon,New Lake,42.959,124.459,706,1,,,?,1.2,0.60,39,3,m ac; p be
Oregon,New Lake,,,,2,,,?,0.7,0.60,39,3,pm ac; p be
Oregon,New Lake,,,,3,,,?,1.2,0.60,39,3,m ac; p be
Oregon,Sixes River,42.850,124.538,Site Y,1,7-281,120plusMinus50,T1,1.5,1.10,40,1,"increased fresh-brackish marsh diatoms ac, flood-plain soil be"
Oregon,Sixes River,42.836,124.534,,2,,,?,0.75,0.70,41,1,pm/m ac; p be (avg. of multiple cores)
Oregon,Sixes River,42.836,124.534,Core V,3,1948-2124,2068plusMinus32,T5a,0.95,0.70,41,1,pm/m ac; p be (avg. of multiple cores)
Oregon,Sixes River,42.836,124.534,,4,,,?,0.85,0.70,41,1,pm/m ac; p/pm be (avg. of multiple cores)
Oregon,Sixes River,42.833,124.533,"Core AA, BB",5,2470-2735,2505plusMinus31,T6,1,0.70,41,1,diatoms > 0.5m. m ac; p/pm be (avg. of multiple cores)
Oregon,Sixes River,42.826,124.536,Core J,6,2887-3144,2883plusMinus33,T7,1.4,1.00,41,1,freshwater marsh diatoms ac; tideflat diatoms be
Oregon,Sixes River,42.826,124.536,Core J,7,3406-3558,3254plusMinus22,T7a,1.4,1.00,41,1,freshwater marsh diatoms ac; tideflat diatoms be
Oregon,Sixes River,42.826,124.536,Core J,8,3640-3870,3486plusMinus46,T8,0.7,0.70,41,1,low marsh diatoms ac; tideflat diatoms be
Oregon,Sixes River,42.826,124.536,Core J,9,4156-4408,3849plusMinus22,T9,1.4,1.00,41,1,freshwater marsh diatoms ac; tideflat diatoms be
Oregon,Sixes River,42.826,124.536,Core J,10,4836-5259,4362plusMinus51,T10,1.4,1.00,41,1,freshwater marsh diatoms ac; tideflat diatoms be
Oregon,Sixes River,42.826,124.536,Core BB,11,5059-5581,4630plusMinus65,T10R1,0.6,0.50,41,1,diatoms > 0.5m. m ac; pm/m be (avg. of multiple cores)
Oregon,Sixes River,42.826,124.536,Core J,12,5760-6183,5205plusMinus65,T11,0.45,0.60,41,1,m ac; pm/m be (avg. of multiple cores)
California,Humboldt Bay,40.930,124.120,Clam Beach,1,0-288,140plusMinus70,T1,-0.5?,0.50,"42,51",3,"Uplifted marine terrace, beach sediment covered by sequences ol dunes with weak soils on top (developed between events). Uplif"
California,Humboldt Bay,,,,2,,,?,-0.5?,0.50,42,3,estimates are approximate - could be several metres. Uplift may
California,Humboldt Bay,,,,3,984-1175,1170plusMinus30,T3a,-0.5?,0.50,"42,51",3,represent motion on a crustal fault coincident with megathrust events
California,Humboldt Bay,40.911,124.125,Stump site 2,1,21-268,124plusMinus8,T1,1,0.50,"43,44,52",2,"Triglochin, m/pm ac; Spruce, p be (combination age of 4 youngest)"
California,Humboldt Bay,40.910,124.129,MRS-7,1,12-270,124plusMinus19,T1,1,0.50,"10,42,45",2,"Triglochin, m/pm ac; Spruce, p be"
California,Humboldt Bay,,,,2,,,?,1.1,0.60,45,3,"m ac; Spruce, p be"
California,Humboldt Bay,40.909,124.128,MRS-8,1,20-268,114plusMinus19,T1,1,0.50,45,2,"Triglochin, m/pm ac; Spruce, p be"
California,Humboldt Bay,,,,2,,,?,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,40.905,124.129,MRS-C20,1,,,T1,1,0.50,45,3,"m/pm ac; Spruce, p be"
California,Humboldt Bay,40.897,124.137,MRS-C16,1,,,T1,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,2,,,?,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,40.889,124.138,MRS-C10,1,,,T1,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,2,,,T3a,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,3,,,?,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,4,,,?,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,40.883,124.139,MRS-5,1,,,T1,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,2,,,T3a,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,3,,,?,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,4,,,?,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,40.879,124.144,MRS-2,1,157-503,320plusMinus60,T1,0.8,0.60,45,3,"m/pm ac; Grindelia, p/mp be"
California,Humboldt Bay,,,,2,1012-1306,1270plusMinus70,T3a,0.9,0.60,45,3,m/pm ac; p/mp be (via -10 cm sd)
California,Humboldt Bay,,,,3,,,T4,0.85,0.60,45,3,"m/pm ac; Grindelia, p/mp be (via -5 cm sd)"
California,Humboldt Bay,,,,4,,,?,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,40.876,124.143,MRS-1,1,,,T1,0.75,0.50,"43,45",2,"Mili. Fusca, m ac; Grindelia, Distichlis, p/mp be"
California,Humboldt Bay,,,,2,,,T3a,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,3,,,T4,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,4,,,?,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,40.875,124.146,MRS-4,1,0-426,210plusMinus50,T1,0.9,0.80,44-46,2,"Triglochin, m ac; Grindelia, p/mp be"
California,Humboldt Bay,,,,2,,,T3a,0.9,0.80,"44,45",2,"Triglochin, m ac; Grindelia, p/mp be"
California,Humboldt Bay,,,,3,,,T4,0.45,0.40,"44,45",3,"pm ac; Grindelia, p/mp be"
California,Humboldt Bay,,,,4,,,?,0.8,0.60,45,3,"m/pm ac; Grindelia, p/mp be"
California,Humboldt Bay,40.873,124.147,MRS-3,1,153-459,280plusMinus35,T1,0.7,0.50,"10,44,45",2,"Salicornia, Triglochin, Mili. Fusca (foram), rm ac; Grindelia, mp be"
California,Humboldt Bay,,,,2,,,T2,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,3,1091-1405,1360plusMinus70,T3a,0.9,0.80,"44,45",3,"m ac; Grindelia, p/mp be"
California,Humboldt Bay,,,,4,1073-1355,1330plusMinus70,T4,0.45,0.40,"44,45",2,"Triglochin, pm ac; Grindelia, p/mp be"
California,Humboldt Bay,,,,5,1390-1568,1600plusMinus40,T5,0.8,0.60,"45,46",3,m/pm ac; p/mp be
California,Humboldt Bay,40.870,124.147,MRS-C5,1,,,?,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,2,,,?,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,3,,,?,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,4,,,?,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,40.867,124.149,MRS-6,1,,,T1,0.9,0.80,"44,45",1,"m, tf diatoms ac; p/mp, Im diatoms be"
California,Humboldt Bay,,,,2,,,T3a,0.9,0.80,"44,45",1,"Triglochin, m, tf diatoms ac; Grindelia, p/mp, Im diatoms be"
California,Humboldt Bay,,,,3,,,T4,0.45,0.40,"44,45",1,"pm, Im diatoms ac; Grindelia, p/mp, Im diatoms be"
California,Humboldt Bay,,,,4,,,?,0.8,0.60,45,3,m/pm ac; p/mp be
California,Humboldt Bay,40.861,124.103,ARC-3,1,,,T1,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,,,,2,,,T5,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,40.860,124.104,ARC-2,1,,,T1,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,40.860,124.105,ARC-1,1,,,T1,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,,,,2,,,T5,0.55,0.45,44,3,m ac; pm be
California,Humboldt Bay,40.859,124.107,ARC-0,1,,,T1,0.45,0.40,44,3,pm ac; p/mp be
California,Humboldt Bay,40.858,124.098,ARC-4,1,12-270,110plusMinus30,T1,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,,,,2,1410-1684,1630plusMinus40,T5,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,40.849,124.084,JAC-1,1,,,T1,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,,,,2,,,T5,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,40.848,124.084,JAC-2,1,,,T1,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,,,,2,1403-1602,1610plusMinus40,T5,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,40.847,124.084,JAC-3,1,,,T1,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,,,,2,,,T5,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,40.847,124.083,JCD,1,0-309,220plusMinus30,T1,0.9,0.80,"10,46",3,"m ac; Grindelia, p be"
California,Humboldt Bay,,,,2,1417-1694,1660plusMinus40,T5,0.8,0.60,46,3,"m/pm ac; Grindelia, p/mp be (via -45 cm sd - creek sed?)"
California,Humboldt Bay,40.841,124.083,JAC-11,1,,,?,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,40.840,124.083,JAC-10,1,,,?,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,40.839,124.083,JAC-9,1,,,?,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,40.838,124.083,JAC-8,1,,,?,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,40.836,124.083,JAC-7,1,,,?,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,40.836,124.084,JAC-6,1,,,?,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,40.813,124.150,DAB-1,1,,,T2,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,40.812,124.149,DAB-2,1,,,T2,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,40.812,124.149,DAB-3,1,,,T2,0.45,0.40,44,3,pm ac; p/mp be
California,Humboldt Bay,40.811,124.151,Daby Island,1,301-483,580plusMinus40,T2,,,46,-,no data
California,Humboldt Bay,40.808,124.141,ESB-8,1,,,?,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,40.807,124.138,Eureka SI. 1,1,1735-1871,1870plusMinus20,T5a,0.8,0.60,46,3,"m/pm ac; Grindelia, p/mp be"
California,Humboldt Bay,40.807,124.122,ESB-2,1,,,?,0.55,0.45,44,3,m ac; pm be
California,Humboldt Bay,40.807,124.137,ESB-6,1,,,?,0.55,0.45,44,3,m ac; pm be
California,Humboldt Bay,40.806,124.134,ESB-5,1,,,?,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,40.806,124.127,ESB-3,1,,,?,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,40.806,124.129,ESB-4,1,,,?,0.9,0.80,44,3,m ac; p/mp be
California,Humboldt Bay,40.804,124.098,Fay-E,1,296-461,300plusMinus30,T1,0.8,0.60,46,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,2,,,?,0.8,0.60,46,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,3,,,?,0.75,0.25,46,3,pm be; p/mp be (via - 40 cm sd)
California,Humboldt Bay,40.802,124.151,Pay-C,1,1295-1411,1460plusMinus40 min,T5,1,0.50,46,3,"m/pm ac; tree roots, p be"
California,Humboldt Bay,40.802,124.151,ES-E,1,1082-1289,1270plusMinus40,T3a,0.8,0.60,46,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,2,,,?,0.8,0.60,46,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,3,3835-4080,3620plusMinus40,T8a,0.8,0.60,46,3,m/pm ac; saltmarsh p/mp be
California,Humboldt Bay,,,,4,4087-4290,3800plusMinus30,T9,0.5,0.40,46,3,saltmarsh p/mp ac; freshwater p be
California,Humboldt Bay,40.802,124.151,Pay-ER,1,,,?,0.8,0.60,46,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,2,,,?,0.8,0.60,46,3,m/pm ac; p/mp be
California,Humboldt Bay,40.802,124.151,Spadons,1,,,?,0.8,0.60,46,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,2,,,?,0.5,0.40,46,3,pm ac; p be
California,Humboldt Bay,,,,3,,,?,0.8,0.60,46,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,4,,,?,0.8,0.60,46,3,m/pm ac; saltmarsh p/mp be
California,Humboldt Bay,,,,5,,,?,0.5,0.40,46,3,saltmarsh p/mp ac; freshwater p be
California,Humboldt Bay,40.802,124.151,Pay-A,1,2355-2712,2450plusMinus60,T6,0.9,0.60,46,3,m/pm ac; p/mp be (via - 10 cm sd)
California,Humboldt Bay,,,,2,2488-2850,2600plusMinus60,T6a,0.8,0.60,46,3,"shells, m ac; p/mp be"
California,Humboldt Bay,,,,3,3260-3445,3130plusMinus40,T7a,0.6,0.55,46,3,"m ac; Triglochin, p/mp be"
California,Humboldt Bay,40.802,124.138,Eureka SI. 2,1,0-426,130plusMinus100,T1,0.8,0.60,"10,46",3,"m/pm ac; Grindelia, p/mp be"
California,Humboldt Bay,40.700,124.208,SB-A,1,1701-1881,1850plusMinus40,T5a,0.8,0.60,46,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,2,2365-2719,2480plusMinus40,T6,0.8,0.60,46,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,3,,,T6a,0.8,0.60,46,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,4,2946-3366,2980plusMinus80,T7a,0.8,0.60,46,3,m/pm ac; p/mp be
California,Humboldt Bay,40.689,124.223,Island,1,,,T1,0.8,0.60,46,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,2,,,?,0.8,0.60,46,3,m/pm ac; mp be
California,Humboldt Bay,,,,3,,,?,0.4,0.30,46,3,mp ac; p be
California,Humboldt Bay,40.685,124.215,SB-E,1,,,?,0.55,0.45,46,3,m ac; pm be
California,Humboldt Bay,,,,2,2363-2721,2480plusMinus50,T6,0.8,0.60,46,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,3,,,?,0.8,0.60,46,3,m/pm ac; p/mp be
California,Humboldt Bay,,,,4,2720-3062,2720plusMinus80,T6a,0.8,0.60,46,3,m/pm ac; p/mp be
California,Humboldt Bay,40.678,124.218,Two Islands,1,542-670,630plusMinus50,T2,0.8,0.60,"10,46",3,"m ac; Grindelia, mp be"
California,Humboldt Bay,,,,2,974-1257,1180plusMinus50,T3a,0.4,0.30,46,3,mp ac; p be
California,Humboldt Bay,40.675,124.222,Hookton5a/b,1,11-270,100plusMinus40,T1,0.8,0.60,47,3,m ac; mp/pm be (upper 20 cm of core missing)
California,Humboldt Bay,,,,2,,,?,0.3,0.30,47,3,slpm ac; pm be
California,Humboldt Bay,,,,3,1553-1811,1750plusMinus40,T5,0.7,0.50,47,2,"tf diatoms, pm/slpm ac; Im diatoms, p/mp be (via 10 cm sd)"
California,Humboldt Bay,,,,4,2055-2320,2170plusMinus40,T5b,0.6,0.50,47,3,"tf diatoms, m ac; pm be (via - 5cm sd)"
California,Humboldt Bay,,,,5,,,?,0.85,0.55,47,2,"tf diatoms, sm ac; hm diatoms, p/mp be"
