  longitude       latitude       slip_rate       depth       slip_rate_error
  -124.551003       44.4243355       17.6648636       15.2526665       2.77135777    
  -124.601997       44.5450020       17.7794247       14.5023336       2.82766414    
  -124.365662       42.2763329       12.5568562       15.1413336       2.20022845    
  -124.381004       40.9936676       23.2929649       12.0766668       2.49846697    
  -124.170677       41.1076660       21.5954456       15.0966673       2.40018821    
  -124.231667       41.0169983       22.3531265       14.0836668       2.30604005    
  -126.263672       49.1430016       9.21301746       18.7360001       3.18175364    
  -126.414665       49.1493340       8.29879570       16.6853333       3.33083916    
  -124.185669       42.3903313       9.96080494       17.9739990       2.31102157    
  -124.141335       42.4883308       8.98798656       18.8256664       2.35804677    
  -124.810333       45.3593330       21.6150875       11.2173338       3.93498421    
  -123.909340       41.2163353       20.2868080       18.7789993       2.89994216    
  -123.996002       41.7570000       14.2554874       18.8983326       2.52015424    
  -124.325996       41.7859993       12.8556404       14.6906662       2.17058229    
  -124.592674       41.7543335       14.2881660       10.8896666       2.60133839    
  -124.765999       44.9029999       20.2204132       11.9949999       3.73651838    
  -124.149658       42.6673317       8.83542538       19.1593342       2.30369043    
  -124.238991       42.7583313       9.70238972       18.0113335       2.25637984    
  -124.758339       43.7400017       18.1205215       11.1103334       3.42950058    
  -124.739662       44.5606689       18.5067463       12.2733335       3.49079633    
  -124.217323       43.0299988       11.5285969       18.8719997       2.36821222    
  -124.278664       42.9409981       11.1512270       17.7239990       2.26798582    
  -124.597328       42.1556664       15.0878944       11.2976656       2.33448339    
  -124.529663       42.0913353       14.8267775       12.3346663       2.28699517    
  -124.378334       42.1066666       13.5688601       14.6246672       2.17147899    
  -124.346336       42.0089989       13.4551353       14.8963346       2.17221093    
  -124.481667       41.0670013       22.5910320       10.9773331       2.74851251    
  -124.256660       41.3896675       17.1382618       14.6726656       2.55650997    
  -124.172997       41.2869987       19.0177345       15.4946671       2.62458086    
  -124.255005       41.1846657       20.6775265       14.1879997       2.47063661    
  -124.922668       48.1080017       16.4337883       18.1373348       2.98241854    
  -124.767662       48.0853386       16.1074352       19.0270004       2.85140157    
  -124.321327       42.3770027       11.5510311       16.0026665       2.17090082    
  -124.357666       42.6189995       10.6007061       15.8880005       2.08826852    
  -124.217003       42.5830002       9.07943439       17.9850006       2.27871990    
  -124.557671       43.8156624       17.8677063       14.4776678       2.98681021    
  -124.070007       41.8350029       13.1863861       18.1529999       2.42355514    
  -124.209007       41.8513336       12.6782455       16.3889999       2.25286651    
  -124.335327       45.3680000       16.3313103       18.8506680       2.57385349    
  -124.405663       45.2843323       17.3753910       17.7710018       2.55841064    
  -124.603004       41.9806671       15.1383457       11.0369997       2.34747291    
  -125.012329       47.5720024       31.2308960       11.6923332       4.37592554    
  -124.605339       42.3276634       14.4867258       11.3619995       2.23457193    
  -124.554344       42.4173317       13.7562914       12.3526659       2.10198021    
  -124.522667       42.2583351       14.2035093       12.6596670       2.26007295    
  -124.427338       42.4486656       12.1873388       14.5116663       2.07435417    
  -123.964661       40.9539986       20.4429893       17.6036663       2.54575968    
  -124.125000       40.9450035       21.7540665       15.3696671       2.35415053    
  -123.896339       41.0429993       20.4364338       18.6736660       2.69447780    
  -123.995667       41.1246681       20.8590012       17.4526653       2.69744849    
  -126.407661       48.9603386       6.94165945       13.7643328       3.66012931    
  -126.512329       49.0286674       6.88506556       13.3520002       3.66495919    
  -126.253662       49.0333366       8.35773945       17.0976658       3.34073329    
  -124.709999       43.3899994       17.6815624       11.3686666       2.72692466    
  -124.672668       42.8710022       16.6316910       11.0486670       1.79048884    
  -124.416328       42.9319954       12.6171408       15.4393339       2.09641600    
  -127.275002       50.0166664       10.8754978       18.3339996       3.28112793    
  -127.550011       49.8783379       8.59192276       11.6673326       3.98031807    
  -127.269325       49.9163361       9.90826225       16.6713333       3.05605769    
  -127.407005       49.8476677       8.44817638       13.3380003       3.33826804    
  -125.027992       47.4966621       32.6198883       10.7296667       4.66708231    
  -124.099335       42.0113335       12.1513624       18.2113342       2.36037350    
  -124.003334       41.9326668       12.7297840       19.2546673       2.51241446    
  -124.225990       41.9680023       12.6450624       16.4473343       2.23384380    
  -124.830994       44.8283348       20.1776676       10.9306669       3.99036074    
  -124.753334       44.7423363       19.3971024       12.1456671       3.62333822    
  -124.277000       43.5703316       16.8675442       18.7730007       2.64105320    
  -124.775002       43.9216652       18.1383991       11.0876665       3.52363443    
  -124.697998       43.8203316       18.0442028       12.1980009       3.38864279    
  -124.810997       44.4666634       18.4472523       11.0583334       3.80981421    
  -124.398994       43.9470024       18.1380329       17.2633343       2.60923076    
  -124.532326       43.9086647       17.9685917       15.0176668       2.95784807    
  -124.508331       41.2480011       19.1582699       11.0983324       2.85082889    
  -124.416664       41.1673317       21.0158844       12.0756655       2.65146184    
  -124.639992       42.4943352       14.6164198       10.9906664       2.03716612    
  -124.575661       42.5863342       14.1184311       12.2270002       1.87206185    
  -124.444000       42.5579987       11.9649429       14.3859987       1.97273266    
  -124.162331       47.5566673       11.5709229       19.6190014       3.08893824    
  -125.319000       48.1326637       16.8602581       14.7120008       3.77837276    
  -125.185997       48.1316643       16.8397541       16.0289993       3.34320211    
  -125.066673       48.0476685       18.5520401       16.1466656       3.14381242    
  -125.071999       47.9513359       21.3290043       14.9323320       3.31836867    
  -124.932655       47.8670006       23.3119392       15.5666656       3.03996468    
  -124.708336       43.1749992       17.5712624       11.0196657       2.45816875    
  -124.226341       43.2146645       13.1617270       19.0483341       2.43985438    
  -124.286339       43.1313324       12.7649193       17.9203320       2.30328131    
  -124.238342       43.3353310       13.9395857       19.0483341       2.41936445    
  -124.339661       44.2936668       17.9088726       18.6320000       2.52775574    
  -124.958656       47.7573357       26.0416203       14.1689997       3.43653607    
  -124.494667       41.9336662       14.2498665       12.6063337       2.20497847    
  -124.491333       41.8273315       13.8306637       12.4589996       2.20811105    
  -125.112999       47.7513313       28.0144367       12.1920004       4.22810888    
  -125.131004       47.6646614       29.7615356       10.9626665       4.54847956    
  -124.486328       43.7079964       17.6252537       15.4963341       2.72870398    
  -124.677338       43.9733315       18.0280933       12.7379999       3.20826745    
  -125.971657       48.4623299       9.42781639       12.0816660       4.36185408    
  -125.826332       48.4889984       9.72087669       14.2459993       3.76440811    
  -124.493324       43.0166626       14.0096045       14.2736664       2.00631428    
  -124.424660       43.1269989       13.9286375       15.6066666       2.15058875    
  -124.530670       43.5093346       17.2297878       14.4736671       2.61300850    
  -124.556671       43.6196709       17.5684090       14.2153330       2.78061247    
  -127.625999       50.1326714       10.4029055       15.0000000       4.64250851    
  -127.432335       50.1546669       11.4622374       18.3333340       4.07600546    
  -127.707664       50.0146675       9.43517780       11.6666670       4.85386896    
  -124.657005       43.4766655       17.6675949       12.3673334       2.78991485    
  -124.537331       45.4013329       18.2239704       15.4949999       2.75644207    
  -127.419670       50.0489998       10.7766209       16.6673336       3.79355550    
  -127.557007       49.9793358       9.52136135       13.3339996       4.16284227    
  -124.404663       45.4453316       16.1381435       17.6110001       2.57897758    
  -124.283997       43.7733307       17.8223152       18.9463329       2.70116138    
  -124.350334       43.6876678       17.4684525       17.7193336       2.63680124    
  -124.750000       43.5686646       18.0505199       10.9986677       3.17692208    
  -124.688332       43.6469994       17.9395695       12.1090012       3.12039304    
  -124.780334       45.9413338       24.6439857       11.1240005       3.94730902    
  -124.745667       45.4353333       21.0081367       12.1829996       3.73515391    
  -124.611000       45.4546661       19.2311211       14.2766676       3.10022402    
  -124.312004       44.1126671       18.4239521       18.9016666       2.65953088    
  -124.408997       44.0449982       18.1884708       17.2186661       2.66292787    
  -124.607666       45.5673332       18.9700241       14.2343340       3.16554332    
  -124.352661       45.8336678       13.9786501       17.8923340       2.41491699    
  -124.277000       45.9226685       13.1087818       18.9383335       2.47014761    
  -124.819336       45.5369987       21.7731209       10.9656668       3.99775982    
  -124.739662       45.6080017       21.0492935       12.1406670       3.68836975    
  -124.400673       44.2070007       18.0667820       17.5336666       2.60246134    
  -124.795662       45.7120018       22.0803642       11.1750002       3.83056617    
  -124.789673       44.1250000       18.1042404       11.0880003       3.66595197    
  -124.548340       44.0900002       18.0163670       14.9733324       2.91479492    
  -124.683327       44.0566673       18.0212421       12.7383337       3.18625879    
  -124.535667       44.1916656       17.9671040       15.2883329       2.82375097    
  -125.267662       47.8286629       26.3380814       11.2293329       4.51055288    
  -125.252663       47.9189949       23.7055340       12.5719995       4.21994114    
  -124.753662       44.3813362       18.1821537       11.9166670       3.62076521    
  -124.623665       44.2530022       17.9368515       13.9116669       3.09540987    
  -124.631325       44.3546638       17.8883152       13.8820000       3.09962726    
  -124.325996       45.5453339       14.0468407       18.7603321       2.51583099    
  -124.814331       44.2956657       18.2115650       10.8583336       3.83058643    
  -124.742668       44.2196655       18.0704460       11.9463339       3.54481053    
  -124.797997       46.6223335       31.1476822       10.6999998       3.51363277    
  -124.204674       47.4846649       12.7073231       19.0436687       2.96949768    
  -124.746002       46.6849976       30.5289917       11.4956665       3.16625333    
  -124.147667       47.3866692       11.9200859       19.4246674       2.97329497    
  -124.353668       40.3889961       28.5833855       10.9116669       2.34989738    
  -124.703003       45.7733345       20.7638493       12.5346670       3.41854954    
  -124.556999       45.7476654       17.8977451       14.8219995       2.92718697    
  -124.697327       45.8826637       21.7372437       12.4836664       3.42971730    
  -124.349998       46.0466652       15.0363503       17.6053333       2.44959354    
  -124.479332       45.8320007       16.9058704       15.9186668       2.68924522    
  -124.546997       45.9179993       18.7961979       14.7553329       2.89652514    
  -124.213341       47.6710014       12.4852257       19.6190014       3.09852934    
  -124.341003       47.6629982       15.3046417       18.8040009       2.94773078    
  -124.967995       47.3839989       33.2178421       10.7296667       4.44803619    
  -124.563667       46.6246681       26.0641174       13.7613335       2.79576969    
  -124.339661       47.4743347       15.8621893       17.9403324       2.85253239    
  -124.424995       47.5383301       17.3642330       17.7006664       2.84267521    
  -124.493324       46.0436668       18.7141590       15.3959999       2.70886230    
  -124.529335       47.9553337       15.5948820       19.4776669       2.91331983    
  -124.411003       47.8646660       15.3592863       19.4776669       2.96680069    
  -124.638000       47.7403374       21.0112553       17.3063335       2.73034525    
  -124.447998       47.7536659       16.9432449       18.6626663       2.83513141    
  -124.649658       47.3719978       25.2062626       15.0933332       2.74589682    
  -124.190331       46.6896667       13.3832340       19.0843334       2.46209836    
  -124.582664       46.1489983       22.1162415       13.8740005       3.06454897    
  -124.405334       46.4949989       21.6167622       16.1089993       2.56771421    
  -124.381996       45.6373329       14.2937794       17.7143326       2.50732541    
  -124.517662       45.6456642       17.0494366       15.5559998       2.80501771    
  -124.272003       46.1349983       13.5598612       18.6669998       2.53743744    
  -124.365662       47.3736687       17.2280445       17.3826675       2.81273675    
  -124.517662       47.2973328       22.8254528       15.8466673       2.60700154    
  -124.878334       47.5386658       29.7901325       13.3336668       3.73592496    
  -124.842674       47.6373329       26.9757023       14.5810003       3.20876932    
  -124.689003       47.6236687       23.3437595       16.1366673       2.70148110    
  -124.583000       47.5123329       21.9407711       16.3896675       2.76758718    
  -124.657326       46.7993317       29.9308853       12.8699999       2.82801437    
  -125.438011       48.0619965       18.6742554       12.4693336       4.39252567    
  -125.431335       47.9756660       20.9617462       11.3426666       4.65680790    
  -124.765663       47.8636665       20.8662930       17.1483326       2.66507554    
  -124.694000       47.9676666       17.8955040       18.5046673       2.66760588    
  -124.209007       40.2476654       21.0223694       13.5803337       2.58173656    
  -124.242004       40.3523331       23.5744286       12.8253336       2.39890075    
  -124.622673       46.6833344       27.8890972       13.0660009       2.85545182    
  -124.574669       46.7736664       27.6392918       13.7573328       2.68108940    
  -124.430328       41.3680000       17.1196175       12.3886671       2.74042416    
  -124.527000       41.4459991       15.8247452       11.2903337       2.78836393    
  -124.486000       43.2409973       15.1688566       14.7700005       2.22668028    
  -124.633339       43.2626648       16.8992729       12.3883333       2.39828300    
  -124.324669       41.6536674       13.3044634       14.4116669       2.21246576    
  -124.194336       41.6040001       14.4691620       15.9949999       2.41303015    
  -124.387001       43.4803352       16.2829342       16.8083324       2.34521937    
  -124.359673       43.3659973       15.1449671       17.0836658       2.25034976    
  -124.695007       43.0553322       17.4831371       11.0196657       2.17246962    
  -124.622658       42.9830017       16.1902142       12.0683336       1.89465594    
  -124.519325       47.1779976       24.6771736       15.3296661       2.61421585    
  -124.648003       47.0590019       29.8720741       13.8103333       2.69049668    
  -124.606667       46.5500031       26.4592438       13.1899996       2.97122240    
  -124.765999       46.4646721       29.5715218       10.9990005       3.73883677    
  -124.717674       46.5460014       29.1413574       11.6990004       3.38505912    
  -124.785339       46.2616692       28.1243973       10.7496672       3.96067572    
  -124.711670       46.3653374       27.6386604       11.7486658       3.62732744    
  -124.861000       47.1759987       33.8854523       11.2220001       3.72997355    
  -124.783669       47.0616646       33.1160660       12.0973330       3.25143552    
  -124.823997       46.8046684       33.1771660       10.6829996       3.44280314    
  -124.760658       46.7476654       31.3238316       11.4786673       3.15203118    
  -124.210670       46.4773369       14.6819048       19.0646667       2.37309241    
  -124.259338       46.6130028       16.0113869       18.1490002       2.37447119    
  -124.443336       46.5913353       22.6427383       15.4593325       2.57538676    
  -124.375000       46.6670036       20.7752571       16.3859997       2.46048307    
  -124.591003       46.9533348       29.1767330       13.9796667       2.64076138    
  -124.669006       46.8606682       30.7116146       12.9496660       2.83124876    
  -124.173668       47.2150002       14.9573917       19.0613327       2.79381990    
  -124.229332       47.3233337       14.3360510       18.4860001       2.84155226    
  -125.583656       48.2163353       14.8614759       13.0696669       4.28888130    
  -125.704002       48.2940025       12.6291323       12.8413343       4.22489643    
  -124.589996       42.7836647       15.0984306       12.2849998       1.72629118    
  -124.462990       42.8110008       12.7554922       14.4703331       1.97221327    
  -124.500671       46.4906654       23.8718834       14.7099991       2.81921554    
  -124.288330       46.4350014       17.2294865       17.9513340       2.33572698    
  -124.836670       46.9640007       34.5223770       10.8753328       3.59102368    
  -124.778999       46.8686638       32.9354553       11.5583334       3.26220441    
  -124.447334       46.7906647       23.5706959       15.3793335       2.49498868    
  -124.869995       47.4056664       31.4624405       12.3709993       3.81371808    
  -124.802330       47.3143349       30.5634155       12.8633337       3.30635500    
  -124.771667       46.0613289       26.1145229       11.1240005       4.02453089    
  -124.716003       46.1419983       25.5455761       11.8736658       3.64648390    
  -124.497658       46.2906647       21.5753784       14.9700003       2.92825222    
  -124.557335       46.3873329       24.1042118       13.9686661       3.05484390    
  -124.259003       46.2556648       14.1027451       18.6669998       2.47703457    
  -124.323997       46.3339996       16.9244232       17.5536671       2.41916203    
  -124.386009       46.9543343       23.2743626       16.4376659       2.46457410    
  -124.179329       46.8103333       14.7258577       19.0843334       2.50815320    
  -124.320671       46.8573303       21.0581703       17.1423340       2.38507628    
  -124.235329       47.0279999       19.0968170       18.3796673       2.70392036    
  -124.311668       47.1459999       19.5392704       17.4410000       2.78019667    
  -127.230324       50.3286705       13.4452715       24.9589996       4.17346907    
  -127.299004       50.2163353       12.8396864       21.6256657       4.01559353    
  -123.588997       46.9819984       2.41542649       29.0096664       3.00295496    
  -126.626991       49.6036682       11.2263689       21.4329987       2.78278017    
  -126.820671       49.7896614       11.2065992       21.6696682       2.82089663    
  -127.053337       50.3426666       13.6864452       28.2923336       4.10200548    
  -124.991005       48.6793327       16.2923889       28.3243332       3.29492021    
  -123.581337       47.1026649       2.62688422       29.0096664       3.01341558    
  -126.590332       49.9086647       12.5153236       28.3363342       3.08578110    
  -126.516998       49.5063324       11.1520205       21.4329987       2.89427876    
  -124.165993       45.5603333       11.9467468       21.5526676       2.54912734    
  -124.103668       45.6486664       10.6050386       22.5493336       2.52875352    
  -126.296326       49.6213341       14.2260494       28.0996647       3.05683827    
  -124.176331       45.7373352       10.8013086       20.9966660       2.48758292    
  -123.988342       45.6730003       9.80284786       24.6730022       2.68941712    
  -123.844666       45.7969971       8.93182755       27.1223354       2.87317324    
  -126.276329       49.5226707       13.8649569       26.3960018       2.99861431    
  -126.385658       49.4656677       12.2740526       23.0626678       2.94947314    
  -126.332001       49.3520012       11.5047693       21.6296673       3.00605488    
  -126.115334       49.4650002       14.9383240       28.2963333       3.06612062    
  -125.933678       49.3070030       15.3010664       28.3796673       3.01955175    
  -123.970337       45.7810020       9.38358498       24.7856674       2.70520973    
  -124.121666       45.9096680       10.4846706       21.6653347       2.56697559    
  -124.079002       45.8170013       9.98754215       22.6620007       2.55059314    
  -127.010674       50.2270012       13.4555483       26.8503342       3.81563282    
  -123.767006       45.7010002       9.32354546       28.7903347       2.92769265    
  -123.869347       45.6286621       10.1957417       27.0096664       2.80849171    
  -123.735329       46.0789986       7.32101870       28.5323334       3.11160731    
  -123.771339       45.8769989       8.50305557       28.3320007       2.94739032    
  -124.114662       47.7120018       10.9821577       21.1539993       3.12527800    
  -123.711998       40.6759987       16.8136196       21.4219990       2.56241655    
  -126.880676       50.1943321       13.2295389       28.5579987       3.68600011    
  -126.776001       50.0943336       12.6130362       28.5579987       3.33156300    
  -124.176659       45.3600006       14.8147497       21.7150021       2.59006906    
  -124.085999       45.4523315       13.0373411       23.2676678       2.66977763    
  -123.351341       40.0919991       15.5871696       29.1060009       3.35873342    
  -124.218330       45.1829987       16.0032997       21.1216660       2.54509425    
  -124.125000       45.2560005       15.2596779       22.8366680       2.57629228    
  -126.601662       49.6693306       12.1073456       23.2776661       2.84898043    
  -126.685669       49.7579956       12.1380930       23.5143337       2.92727327    
  -126.435326       49.6786690       13.4529324       26.6110001       3.07894158    
  -125.197334       48.7956696       16.6575642       28.4893341       3.21246886    
  -125.165001       48.7066650       15.7148342       26.8136673       3.17231917    
  -126.726662       49.9446678       12.2219877       26.5056667       3.07756996    
  -126.807655       50.0306664       12.3619375       26.7273331       3.16270399    
  -123.539673       40.1743317       8.68520069       25.5540009       2.78124309    
  -124.136330       45.0809975       15.2884407       22.7706661       2.52826929    
  -126.075340       49.3553352       14.1844912       26.6760006       3.00120783    
  -126.147003       49.1956673       11.0609016       21.7129993       2.99309659    
  -126.182671       49.2993355       12.2908916       23.3426666       2.95297217    
  -126.433327       49.7693329       13.3787193       28.5113316       3.11791134    
  -126.571663       49.8170013       12.7418461       26.8476658       3.07517910    
  -124.195335       45.0039978       15.3500910       21.6490002       2.51321673    
  -127.120667       50.0706673       12.1594477       21.8913326       3.30172396    
  -127.131996       50.1646614       12.9093304       23.5169983       3.63262820    
  -125.254005       48.5353279       13.6422539       21.6576672       3.11610007    
  -123.827332       45.3279991       14.1353283       28.3816681       2.84455347    
  -124.165993       44.2893333       18.5523243       21.7413330       2.71725678    
  -126.978661       50.0193329       11.9378490       23.3939991       3.12044382    
  -123.816002       45.5279999       11.6625252       28.2193356       2.86894298    
  -123.911003       45.4363289       12.9672432       26.6009998       2.83986211    
  -124.828667       48.2966652       13.7126837       21.6336670       3.12627649    
  -123.753662       40.0496674       7.81853104       22.8503342       3.01393175    
  -123.814331       40.1433296       9.72116280       21.1836681       2.86544442    
  -125.977333       49.0426674       10.3898487       21.4523335       3.00459743    
  -125.997009       49.1329994       11.7835236       23.1653347       2.92467380    
  -125.890999       49.1883354       14.1537256       26.4986668       2.94783044    
  -125.762665       49.1546669       15.4874220       28.1190014       3.05315566    
  -123.797668       44.0736694       19.8680134       28.4273319       2.97691321    
  -125.861671       48.9490013       10.3099184       21.4523335       2.97204304    
  -123.855659       44.9720001       13.6944418       28.3156662       2.85161662    
  -124.019997       45.0896645       14.6558123       25.0053329       2.63921666    
  -124.010658       45.2043304       14.7837839       25.0713348       2.66717696    
  -123.907326       45.0570030       14.1085815       27.2170010       2.72791290    
  -123.849335       43.5733337       15.5310535       26.6813335       2.97522783    
  -125.733665       48.9283333       11.9270163       23.2723331       2.91019011    
  -125.683662       49.0313301       14.4935913       26.6056671       3.02478600    
  -123.879333       43.9856682       19.6984158       26.7606659       2.98663044    
  -123.787659       43.8840027       18.6206474       28.3333340       3.00975537    
  -123.781006       43.6883354       16.4423771       28.1576672       3.00667429    
  -124.143333       43.9146690       18.8392696       21.6666660       2.83182073    
  -123.744995       43.4949989       13.9677391       28.5236664       2.93529773    
  -123.815002       45.1430016       14.3340111       28.9013348       2.80764151    
  -123.892998       45.2319984       14.4627066       27.2829990       2.74406290    
  -123.876991       43.7813301       18.0920830       26.4909992       3.01349020    
  -125.446007       48.6626625       12.5686531       21.8226681       3.01493526    
  -125.293007       48.6373329       13.8653011       23.4803333       3.06385493    
  -123.653328       40.5750008       15.5109348       22.5390015       2.47598553    
  -123.738991       40.4900017       16.2065468       21.1169987       2.40283990    
  -126.980324       49.9249992       11.2842865       21.5026646       2.95043349    
  -126.842995       49.8846626       11.5978870       23.1723328       2.94280434    
  -125.651337       48.8046684       11.3254585       21.8199997       2.94409323    
  -125.547997       49.0123329       16.4323826       28.4866657       3.22113180    
  -125.417000       48.9279976       16.6240788       28.4866657       3.23435235    
  -125.500336       48.7769966       13.0091658       23.6426678       2.99652767    
  -125.379669       48.8406677       15.4329157       26.9759998       3.13808227    
  -124.097664       47.8029976       10.6533375       22.3176651       3.12820292    
  -123.651329       46.5853310       4.11327028       28.7013340       3.00747490    
  -124.246002       47.8870049       12.6660900       21.1636658       3.13856959    
  -124.067665       44.1943321       19.3593006       23.5019989       2.81199718    
  -123.824333       44.4326668       18.2953091       28.4480000       2.91952896    
  -123.902672       44.3569984       18.9979134       26.8560009       2.91728091    
  -124.046669       47.0363350       12.2093925       20.9553318       2.71792412    
  -124.056999       44.0009956       19.3988152       23.4273319       2.84994602    
  -124.152672       44.1043358       19.2085686       21.7606659       2.73562360    
  -124.046326       46.8530006       10.2872677       21.2089996       2.63741255    
  -123.848000       47.0139961       5.78853035       24.5073338       2.83348560    
  -123.983665       46.9733315       9.70431042       22.1643314       2.69087934    
  -123.500999       40.4260025       11.4963369       25.3980007       2.51298094    
  -123.294006       40.4733315       11.5130062       29.0166683       3.05038953    
  -123.302673       40.5939980       11.7659140       29.0166683       3.03972268    
  -123.522667       40.5486679       13.0594692       24.8889999       2.58660102    
  -123.407326       40.6339989       12.6697664       27.1053333       2.79081082    
  -123.432335       41.3513336       18.5915527       28.1533337       3.43262529    
  -123.538666       42.2739983       8.78682327       28.8439999       2.68864870    
  -123.947998       46.6123352       6.48535013       23.3953342       2.83311224    
  -123.884003       48.1446648       8.22842884       28.8613338       3.19847512    
  -124.956001       48.5890007       15.2847633       26.6196671       3.30836535    
  -125.091003       48.5143318       14.2141161       23.2863331       3.20312905    
  -124.035339       43.3963318       14.2175398       22.8696671       2.64719629    
  -124.128670       43.3456612       13.7053385       21.0126667       2.55077434    
  -123.654663       46.9210014       2.58293676       27.9866657       2.94822860    
  -123.776672       46.9356651       3.99208903       25.8623333       2.88826323    
  -123.945007       42.1683350       10.7699118       20.8836670       2.50480032    
  -125.045998       48.4149971       14.0401258       21.6286678       3.20834923    
  -124.868675       48.3959961       13.6513052       23.2623348       3.24421072    
  -123.754997       46.6553345       3.94940019       26.7286682       3.00836515    
  -123.976990       46.7850037       7.93535852       22.5696659       2.75388384    
  -123.376991       40.3906670       10.6282110       27.6143341       2.77256298    
  -124.078667       44.3726654       18.1671352       23.5226669       2.76772857    
  -124.174339       44.4640007       17.0061646       21.7813339       2.62264085    
  -123.812660       44.2583313       19.7905617       28.4079990       2.94673109    
  -123.890327       44.1790009       20.0570545       26.8353329       2.95060992    
  -123.694008       46.4276619       5.41736317       28.3519993       2.91798973    
  -123.609673       47.3200035       4.15131807       28.4470005       3.20156860    
  -123.625999       47.8159981       7.18359566       29.2606659       3.16665173    
  -124.058998       46.4620018       9.59900951       21.6853333       2.61097264    
  -123.940002       46.5279999       6.74134541       23.7200012       2.81911993    
  -123.756004       46.5106659       5.01689863       27.0533352       2.99736691    
  -124.116669       43.2250023       12.9373045       21.0126667       2.57075882    
  -124.018005       43.1446686       11.9169998       22.6916676       2.53431988    
  -123.967659       42.4853363       8.51530170       21.6263332       2.41356206    
  -124.054993       46.6670036       8.86621571       21.3606663       2.69734406    
  -124.056664       42.8463326       9.16761303       21.2010002       2.38018346    
  -123.608337       46.8026619       2.68581080       28.9769993       3.02346849    
  -123.727997       46.7519989       3.36975169       27.0043335       2.96712661    
  -123.842995       46.8269997       4.57734489       24.8799992       2.93205690    
  -123.528343       42.0956688       9.99296761       28.4783325       2.77703619    
  -123.605995       42.2006683       9.49199867       27.3223324       2.74191475    
  -123.841331       42.1403351       10.8610592       22.6953335       2.61105824    
  -123.624001       42.7976685       8.16796303       28.9416656       2.46320629    
  -124.200989       44.6829987       15.2663250       21.4673328       2.46394086    
  -123.596001       47.6973381       6.72773981       29.2606659       3.20822239    
  -123.628334       40.7620010       16.4718418       23.0203323       2.77469563    
  -123.707336       40.8583336       17.7292786       21.5983334       2.78568935    
  -123.380005       40.9946632       15.8061857       28.3656673       3.36449361    
  -123.969666       42.2879982       10.1072445       20.8836670       2.46566248    
  -123.740997       42.2303352       9.88551617       24.8726654       2.71954107    
  -123.405670       40.1883316       11.4033966       27.7036667       2.96547890    
  -123.332001       40.2809982       11.5428743       28.5976658       2.97152710    
  -123.457664       40.9156685       15.6684256       26.6306667       3.22186327    
  -123.713661       41.0269966       19.1880875       21.6989994       3.03523731    
  -123.625336       40.9316673       17.7911167       23.2973328       2.99184299    
  -123.905670       43.1970024       12.2181883       24.9130001       2.69112802    
  -124.258003       47.9793358       12.0222244       22.3129978       3.15408850    
  -124.122337       48.0240021       9.95856476       24.5076656       3.18908381    
  -123.974670       47.9709969       8.90988922       25.6493320       3.21005845    
  -123.854332       42.9506645       9.19981670       25.2173328       2.47326350    
  -124.077667       44.5393333       16.2032833       23.7476654       2.70604968    
  -124.099327       44.6376648       15.3695641       23.4336681       2.62915206    
  -123.903664       44.5236664       17.0009594       27.0809994       2.91748691    
  -124.429665       48.0340004       13.4475117       21.1493320       3.05170703    
  -124.160667       48.1360016       9.33799458       25.6989994       3.19984531    
  -124.040001       47.1570015       11.1492329       20.9553318       2.78995371    
  -123.945335       47.1903343       7.81077480       22.6143341       2.92375541    
  -123.677002       47.1536674       3.48120046       27.3353329       3.01354051    
  -123.816338       47.1103325       5.30183840       24.9573307       2.97474813    
  -123.707336       47.2500000       4.02320099       26.7726669       3.14222908    
  -123.719330       47.8670044       7.59577656       28.2183323       3.17519522    
  -123.961998       47.8423309       8.96511459       24.6086655       3.20941448    
  -123.833000       47.7839966       7.81680584       26.0389996       3.28607798    
  -123.732994       47.9906654       7.84464502       28.9576664       3.15460825    
  -123.859337       48.0363350       8.27158833       27.8190002       3.14456677    
  -124.058662       43.0330009       10.8602905       21.6790009       2.45020914    
  -123.981331       42.9466667       9.67304707       22.8799992       2.39877677    
  -123.650002       42.9669991       8.86703682       29.0039997       2.58537197    
  -123.691994       42.8763313       8.60183811       27.9456692       2.50416780    
  -123.807007       42.8650017       8.76405907       25.8133335       2.43447852    
  -123.828003       44.6059990       16.1604195       28.6330013       2.93318462    
  -124.093994       46.2936707       10.4587154       21.3793335       2.78875065    
  -123.993004       46.3826714       8.98270893       23.0646667       2.78630161    
  -123.835670       45.9943352       8.27633858       26.8643341       2.94594383    
  -123.793335       43.3816681       13.2057142       27.4116669       2.88636827    
  -123.708336       43.3156700       12.2610474       28.8880005       2.85876417    
  -123.911011       43.3280029       13.2292252       25.0909977       2.81493592    
  -124.225334       48.3543358       9.51060390       29.0216675       3.14821386    
  -124.350670       48.3206673       10.1217375       27.0996647       3.10246396    
  -124.510338       48.3643341       11.7343140       26.3783321       3.12941575    
  -124.537010       48.4636650       12.7758684       28.3003330       3.21701884    
  -123.772987       42.3506660       9.29792500       24.6873322       2.61337638    
  -123.897987       42.3803368       9.24266720       22.5100002       2.44839311    
  -124.037666       48.1913338       8.63334942       27.8830013       3.17349148    
  -124.078667       48.2839966       8.74050426       29.0216675       3.24087214    
  -124.633667       48.1766663       13.5598297       21.4113331       3.02104616    
